pair_id,variant,tag,sql,plan,latency_ms
57,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.031
57,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'BR';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.032
58,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.608
58,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.154
59,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.577
59,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.147
60,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'books' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.446
60,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'books' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),16.187
61,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'GB' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,10.022
61,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'GB' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.929
62,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'books' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.262
62,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'books' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.746
63,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.731
63,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.274
64,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'JP';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.026
64,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'JP';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.031
65,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'fashion' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.938
65,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'fashion' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.841
66,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.138
66,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.05
67,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'home' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.238
67,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'home' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.4
68,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.605
68,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.135
69,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.317
69,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'shipped' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.062
70,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'CA' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.895
70,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'CA' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.781
71,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'AU';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.031
71,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'AU';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.031
72,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'AU';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
72,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'AU';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
73,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'CA' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.88
73,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'CA' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.773
74,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'IN';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
74,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'IN';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
75,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.53
75,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),14.875
76,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'home' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),8.912
76,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'home' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.346
77,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.541
77,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),14.909
78,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.605
78,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'returned' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.139
79,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.578
79,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.889
80,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'JP' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.713
80,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'JP' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.69
81,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'grocery' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.341
81,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'grocery' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.645
82,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.695
82,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'SG' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.74
83,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.614
83,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.997
84,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'grocery' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),9.448
84,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'grocery' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),16.148
85,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
85,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
86,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.351
86,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.056
87,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,1.564
87,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'cancelled' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.145
88,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,9.893
88,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'US' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.982
89,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
89,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
90,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.027
90,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'CA';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.029
91,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.139
91,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'placed' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.052
92,A,join_vs_subquery,"SELECT o.order_id, p.price FROM orders o JOIN products p ON p.product_id = o.product_id WHERE p.category = 'electronics' AND o.quantity >= 2;",SEARCH p USING INDEX idx_products_category (category=?) | SEARCH o USING INDEX idx_orders_product (product_id=?),7.808
92,B,join_vs_subquery,"SELECT o.order_id, (SELECT p.price FROM products p WHERE p.product_id = o.product_id) AS price FROM orders o WHERE (SELECT p.category FROM products p WHERE p.product_id = o.product_id) = 'electronics' AND o.quantity >= 2;",SCAN o | CORRELATED SCALAR SUBQUERY 2 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH p USING INTEGER PRIMARY KEY (rowid=?),15.295
93,A,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_date DESC LIMIT 200;",SCAN o USING INDEX idx_orders_date,0.357
93,B,orderby_variant,"SELECT o.order_id, o.order_date FROM orders o WHERE o.status = 'delivered' ORDER BY o.order_id DESC LIMIT 200;",SCAN o,0.057
94,A,count_star_vs_one,SELECT COUNT(*) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.028
94,B,count_star_vs_one,SELECT COUNT(1) AS c FROM users u WHERE u.country = 'GB';,SEARCH u USING COVERING INDEX idx_users_country (country=?),0.03
95,A,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'DE' AND u.user_id IN (SELECT o.user_id FROM orders o WHERE o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=? AND rowid=?) | LIST SUBQUERY 1 | SCAN o | CREATE BLOOM FILTER,10.001
95,B,in_vs_exists,SELECT u.user_id FROM users u WHERE u.country = 'DE' AND EXISTS (SELECT 1 FROM orders o WHERE o.user_id = u.user_id AND o.status='delivered');,SEARCH u USING COVERING INDEX idx_users_country (country=?) | CORRELATED SCALAR SUBQUERY 1 | SEARCH o USING INDEX idx_orders_user (user_id=?),2.824
